missing_col,col2,col3,outliers_col,outliers_col2,categorical_col,binary_col,ordinal_col,text_col
14,74,0.225727156,-47,0.84148478,mouse,0,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
95,4,1.077804183,51,0.2247107,dog,1,very good,"
In a hole in the ground there lived a hobbit."
97,54,1.031195556,57,0.154576961,mouse,0,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
20,45,1.172632253,4,5.493904411,elephant,0,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
52,20,1.389948683,-80,1.717875502,dog,0,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,72,0.549326393,-49,0.109684953,cat,0,very bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
59,41,0.870046269,-30,1.014910133,elephant,1,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
69,43,1.947161983,64,1.718342671,cat,1,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
60,91,0.447033437,-57,3.194878132,mouse,1,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
57,69,1.633948009,-89,3.649644675,elephant,1,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
25,87,0.190761244,12,6064.978705,cat,1,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
59,28,3.814960573,28,1.959119716,mouse,1,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
43,8,4.457366913,-8,0.75849021,mouse,0,good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
81,77,1.612164388,43,0.307264672,dog,1,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
44,73,3.417303009,-37,0.7031306,dog,0,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
10,11,0.427937313,12,0.453275,dog,1,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
70,45,2.537104604,23,0.085555912,dog,0,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,14,1.099808948,-70,3.662856761,elephant,0,very good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
5,16,0.761275573,11,3.253200683,cat,0,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
82,4,0.465390361,74,7.972510097,elephant,1,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,55,1.284183579,-91,2.697994482,dog,0,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
63,30,1.378852854,-54,4.09024659,cat,0,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
98,21,1.366688299,-44,2.020333236,mouse,0,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
97,2,1.929126526,40,0.384252388,mouse,0,good,"
In a hole in the ground there lived a hobbit."
20,90,2.23810851,-2,0.89112643,elephant,1,good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
76,97,0.530706691,58,0.139698334,cat,0,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
82,11,1.137967455,-6,1.35055506,dog,1,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
84,39,0.823807749,-43,1.311346232,mouse,1,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
70,26,2.861442878,-9,2.01747009,cat,1,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
45,1,4.009586362,96,1.377835397,elephant,0,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
71,59,0.568392058,32,0.412204008,cat,1,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
5,92,0.35068437,87,2.067865272,cat,1,very bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
31,46,0.264592048,98,0.075141485,mouse,0,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
1,67,2.938894362,61,1.351721159,elephant,0,good,"
In a hole in the ground there lived a hobbit."
59,80,0.766721176,37,1.566276751,elephant,1,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
33,52,0.397331354,52,0.062632112,mouse,0,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
79,66,0.678599263,72,1.96606759,cat,1,good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
74,20,0.13177425,-19,0.352904961,mouse,1,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
81,26,0.171655721,-48,1.400871655,mouse,1,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
69,13,1.080458127,16,1.065674978,dog,0,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
2,94,2.916749754,20,1.004526794,mouse,1,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
8,61,4.291862661,21,0.586355291,dog,0,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
78,40,0.903649939,-6,0.183260199,cat,1,normal,"
In a hole in the ground there lived a hobbit."
29,54,0.20938993,-48,3.554991927,mouse,1,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
71,26,1.394219909,-20,1.706695262,elephant,1,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
21,86,0.389823562,-25,0.768616002,cat,1,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
87,30,0.828239437,-44,0.686789062,mouse,1,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
80,60,0.559996507,-16,1.772271138,dog,1,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
63,95,0.867367916,-64,3.702053799,dog,0,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
10,45,1.069859236,657,0.744464332,mouse,1,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
73,67,0.234429691,-67,1.686311026,mouse,0,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
68,73,1.486959988,21,2.660363697,cat,0,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
23,60,1.796998598,-56,0.421282186,elephant,0,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
27,32,2.909940655,93,0.524117887,mouse,0,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
84,97,0.537553449,92,834.4373867,dog,1,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
29,85,5.510501226,-73,1.40158061,mouse,0,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
31,52,2.330482048,53,0.377514819,elephant,0,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
69,3,4.062011257,-2,0.564771064,elephant,1,good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
70,47,1.426370848,-54,0.325056239,cat,0,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
94,75,0.411190301,-2,1.116978677,elephant,1,very bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
37,75,0.1635063,90,1.287242988,elephant,0,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
48,68,2.535888905,-60,1.907052257,elephant,0,good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
87,51,0.456205609,34,-0.266845019,elephant,0,good,"
In a hole in the ground there lived a hobbit."
67,20,0.48844793,-80,3.306442812,mouse,0,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,31,0.45228763,98,0.689684925,mouse,1,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,45,0.419815762,-44,1.474274341,cat,1,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
24,68,0.883604175,50,1.349520923,cat,1,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
38,85,0.461550328,16,0.351142787,mouse,0,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,81,0.706165256,-86,0.726994108,cat,0,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
95,16,0.724166357,-77,2.099479361,cat,1,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
9,81,0.273931498,59,1.500421383,mouse,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
81,26,0.268589802,11,1.562232985,dog,1,bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
58,22,0.534290271,-96,0.186988257,dog,0,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
21,6,1.948937532,60,-373.3913897,elephant,1,good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
97,94,1.023533165,97,2.427840568,cat,0,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
9,70,0.065672932,-82,2.449966745,elephant,1,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
27,8,5.545746482,42,0.042595364,dog,1,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
56,61,1.213240853,-89,0.783536755,elephant,0,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
73,85,0.299064976,-16,0.621494626,cat,1,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
43,69,6.989107935,-4,5.258714427,dog,1,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,86,0.841275362,-14,2.926513984,elephant,0,bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
4,60,0.499310933,14,1.523635118,dog,0,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
32,88,1.544219509,-11,1.174546563,elephant,0,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
0,53,0.273988108,50,0.558936317,cat,1,normal,"
In a hole in the ground there lived a hobbit."
88,34,2.336481209,64,2.402278318,elephant,1,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
95,94,1.049013369,-22,0.557501507,elephant,1,bad,"
In a hole in the ground there lived a hobbit."
53,35,2.03283511,74,2.147332157,mouse,0,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
3,41,0.322094472,-64,0.485843414,mouse,1,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
21,5,1.134247256,-51,0.687465266,elephant,1,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
12,93,3.494467874,2,1.120549237,mouse,1,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
26,86,0.645614576,11,4419.943718,mouse,1,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
91,0,1.031752415,58,3.197071368,dog,1,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
21,83,0.090740874,-11,0.360233385,cat,1,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
6,27,1.850244367,6,0.201369064,dog,1,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
97,75,4.646474326,-43,2.610478412,mouse,1,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
99,41,1.181523123,68,1.6149061,cat,0,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
36,46,5.705334064,-93,0.560814259,cat,1,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
,16,0.230001856,-34,0.182235653,elephant,0,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
,57,0.666144783,90,1.262631207,mouse,1,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,9,0.66000279,84,0.770218156,dog,1,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
83,69,1.815069931,78,0.679522911,elephant,1,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
20,17,3.380569658,-10,2.968968547,dog,0,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
20,14,0.881398408,-31,1.45632068,elephant,1,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
97,25,0.16338515,77,1.464244583,dog,0,very good,"
In a hole in the ground there lived a hobbit."
37,12,1.934249054,21,0.096049556,cat,1,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
98,69,1.421497732,-76,0.178797103,dog,0,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
1,51,0.521919787,22,1.06095792,mouse,1,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
20,59,2.36091206,89,4.107741492,elephant,0,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
,68,1.98543058,-10,82.72735099,mouse,1,very good,"
In a hole in the ground there lived a hobbit."
90,55,2.102193945,-23,1.552464742,elephant,0,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
81,16,2.09011485,26,1.066861827,cat,1,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
6,7,2.245377516,-33,2.774591047,elephant,0,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
50,61,8.164708893,-1,1.293911671,mouse,1,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
25,75,2.381680523,-90,0.679475313,elephant,0,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
19,31,2.182747376,46,2.607391307,cat,1,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
92,85,0.471152002,36,0.053279744,dog,1,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
45,42,0.989548191,81,1.702941148,cat,1,normal,"
In a hole in the ground there lived a hobbit."
79,87,1.014990807,-99,1.288429182,cat,1,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
3,64,0.602768742,-65,0.365746115,mouse,0,very good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
,42,0.746748383,16,2.147492371,cat,0,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
85,28,1.44227856,-28,1.444296378,elephant,0,very bad,"
In a hole in the ground there lived a hobbit."
23,87,0.998807007,-79,4.268221204,elephant,0,bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
26,98,1.641815007,78,2.58746197,dog,1,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
1,59,1.141544576,-65,0.983041732,dog,0,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
84,44,1.96373262,-3,13.49703276,elephant,1,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
15,11,0.950522502,-84,0.264543381,mouse,1,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
67,57,0.483705343,-33,0.86034184,dog,1,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
51,54,0.569287401,8,2.343389773,elephant,0,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
69,35,0.769994719,-65,0.847599535,cat,0,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
49,29,3.121381646,14,1.352958165,cat,0,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
67,90,0.623696699,-92,0.575603678,dog,1,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
96,64,0.676058955,75,0.526928553,elephant,0,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
23,67,0.945261693,3,0.497204176,dog,1,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
0,37,1.306415816,8,2.78751288,cat,0,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
15,61,1.647133963,0,0.703736263,elephant,0,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,19,1.686391817,67,99.28450654,dog,1,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
34,42,0.567920374,-50,1.109885742,cat,1,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
79,38,0.645220022,54,0.302317675,dog,0,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
28,29,0.392875125,873,1.510698808,elephant,1,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
74,90,2.544595055,-44,1.38746202,dog,1,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
47,4,0.406435493,-59,0.219426152,mouse,0,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
87,93,0.205368352,-99,0.382833764,elephant,1,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
83,31,1.588313754,-86,0.690650351,dog,0,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
13,18,0.611325562,-98,0.879917775,cat,0,good,"
In a hole in the ground there lived a hobbit."
3,60,0.562358848,-34,4.880977661,cat,0,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
8,44,2.495983972,7,0.191161084,elephant,0,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
42,18,1.086233374,72,2.92993727,cat,0,very bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
84,62,0.716258955,-9,14.79530574,elephant,1,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
5,35,0.208980546,5,3.218925229,cat,1,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
38,21,0.533162984,34,0.635737044,mouse,0,good,"
In a hole in the ground there lived a hobbit."
79,91,2.439054414,-86,2.406356251,dog,0,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
48,98,0.382247022,-48,3.263635538,cat,1,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,12,0.583505059,21,3.378390697,elephant,0,bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
57,43,0.734363907,-92,1.948082298,mouse,0,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
56,56,2.609839251,-80,0.879371376,mouse,1,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,90,0.627600573,-84,0.868582099,mouse,0,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
75,56,3.339198992,-62,3.953162449,elephant,0,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
20,64,2.347692422,-79,0.565305713,mouse,1,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
,66,0.329540872,88,0.154583687,elephant,0,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
80,62,0.718337763,-90,3.469892611,cat,1,very bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
30,63,0.146607714,-42,3.520284838,dog,0,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
